id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
33011969,2019/09/18 6:25 AM CST,2019-09-18,2019-09-17 22:25:00 UTC,Taipei,1632288,spycat77,2019-09-19 15:42:56 UTC,2020-08-07 09:11:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33011969,https://inaturalist-open-data.s3.amazonaws.com/photos/51815875/medium.jpg,,"",玉山主東峰步道,1,0,false,,台灣高雄市玉山國家公園,23.4701527778,120.9602160833,,,,,,,open,false,,,曲芒髮草,Avenella flexuosa,wavy hair-grass,Plantae,288069
33160501,Sat Sep 21 2019 17:34:30 GMT-0400 (EDT),2019-09-21,2019-09-21 21:34:30 UTC,Eastern Time (US & Canada),20600,danielatha,2019-09-21 22:32:54 UTC,2022-06-06 21:29:59 UTC,research,CC0,https://www.inaturalist.org/observations/33160501,https://inaturalist-open-data.s3.amazonaws.com/photos/52057960/medium.jpg,,"",,1,0,false,3,"The New York Botanical Garden, New York, NY, US",40.8573731035,-73.8778006845,10,,,,10,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
33215867,2019-09-22 12:45:11,2019-09-22,2019-09-22 10:45:11 UTC,Berlin,1005840,bobwardell,2019-09-22 20:25:09 UTC,2022-06-16 21:15:12 UTC,research,CC0,https://www.inaturalist.org/observations/33215867,https://static.inaturalist.org/photos/52149877/medium.jpg,,Deschampsia flexuosa,"",1,0,false,,"Marburg-Biedenkopf, DE-HE, DE",50.863172,8.744974,,,,,,,,false,,"",Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
33594850,Sun Jul 21 2019 11:43:21 GMT-0400 (EDT),2019-07-21,2019-07-21 15:43:21 UTC,Eastern Time (US & Canada),450545,samuelbrinker,2019-09-29 15:50:23 UTC,2019-12-29 06:48:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33594850,https://inaturalist-open-data.s3.amazonaws.com/photos/52776708/medium.jpg,,"",,1,0,false,3,"Lake Superior, CA-ON, CA",48.7262343644,-87.9821874493,6,,,,6,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
33952225,2019/10/05 12:06 PM MSK,2019-10-05,2019-10-05 09:06:00 UTC,Moscow,1348228,svdudov,2019-10-06 15:05:29 UTC,2020-09-21 19:56:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33952225,https://inaturalist-open-data.s3.amazonaws.com/photos/53379812/medium.jpg,,"",,1,0,false,,"Валдайский р-н, Новгородская обл., Россия",57.9213833056,33.2462518056,10,,,,10,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
34092955,2019/07/31 9:19 AM CEST,2019-07-31,2019-07-31 07:19:00 UTC,Paris,1222915,chimu,2019-10-08 23:20:25 UTC,2019-10-09 18:38:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34092955,https://static.inaturalist.org/photos/53612079/medium.jpeg,,"","* Altitude: approx. 2300m
* Location: in the northern part of the italian protected forest ""Bosco del Alève"" (mainly composed of swiss pines (Pinus cembra)), coming down from Bivacco Berardo. 
The Bosco del Alève is located in the Monviso National Park.",1,0,false,,"Pontechianale, Italy",44.6430632626,7.0691295503,61,,,,61,,,false,,,Canche flexueuse,Avenella flexuosa,wavy hair-grass,Plantae,288069
34356741,2019/10/14 12:37 PM HST,2019-10-14,2019-10-14 22:37:00 UTC,Hawaii,737668,chenghsiungyang,2019-10-14 13:40:14 UTC,2021-09-29 10:03:24 UTC,research,,https://www.inaturalist.org/observations/34356741,https://static.inaturalist.org/photos/54059079/medium.jpeg,,"",,2,0,false,,"Yushan, Nantou, Taiwan, Taiwan",23.4761183333,120.8975283333,,,,,,,open,false,,,曲芒髮草,Avenella flexuosa,wavy hair-grass,Plantae,288069
34390453,Sat Jul 20 2019 10:43:27 GMT-0400 (EDT),2019-07-20,2019-07-20 14:43:27 UTC,Eastern Time (US & Canada),450545,samuelbrinker,2019-10-15 01:43:50 UTC,2019-10-15 12:22:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34390453,https://inaturalist-open-data.s3.amazonaws.com/photos/54119338/medium.jpg,,"",,1,0,false,3,"Lake Superior, CA-ON, CA",48.7010310049,-87.9424471536,8,,,,8,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
34568155,Sun Oct 06 2019 08:46:17 GMT+0800 (GMT+8),2019-10-06,2019-10-06 00:46:17 UTC,Australia/Perth,1564997,kaichang,2019-10-19 04:22:58 UTC,2020-07-27 02:48:52 UTC,research,,https://www.inaturalist.org/observations/34568155,https://static.inaturalist.org/photos/54417861/medium.jpg,,"",,1,0,false,3,"424, 和平區, , TW",24.380205,121.4125833333,5,,,,5,,open,false,,,曲芒髮草,Avenella flexuosa,wavy hair-grass,Plantae,288069
34713014,Sun Oct 20 2019 13:20:10 GMT-0400 (EDT),2019-10-20,2019-10-20 17:20:10 UTC,Eastern Time (US & Canada),519038,g_buck,2019-10-21 23:18:45 UTC,2019-10-21 23:56:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34713014,https://inaturalist-open-data.s3.amazonaws.com/photos/54666550/medium.jpg,,"",,1,0,false,3,"Outlet Bay, Dysart and Others, ON, CA",45.0528101411,-78.4544649115,8,,,,8,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
35476389,2019/07/26 11:51 AM EDT,2019-07-26,2019-07-26 15:51:00 UTC,Eastern Time (US & Canada),1117406,evanaturalist,2019-11-09 04:53:46 UTC,2020-01-01 22:16:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35476389,https://inaturalist-open-data.s3.amazonaws.com/photos/55943325/medium.jpeg,,"",,1,0,false,,"Ashland County, WI, USA",46.9176530852,-90.5474330067,387,,,,387,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
35495580,2019/10/23 9:32 AM MSK,2019-10-23,2019-10-23 06:32:00 UTC,Moscow,725071,apseregin,2019-11-09 18:18:58 UTC,2019-11-10 13:31:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35495580,https://inaturalist-open-data.s3.amazonaws.com/photos/55973171/medium.jpg,,"",,1,0,false,,"Курортный р-н, Санкт-Петербург, Россия",60.1951673889,29.7975725278,,,,,,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
36163369,2019/08/30 5:10 PM MSK,2019-08-30,2019-08-30 14:10:00 UTC,Moscow,725071,apseregin,2019-11-28 17:18:10 UTC,2019-12-05 15:16:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36163369,https://inaturalist-open-data.s3.amazonaws.com/photos/57131816/medium.jpg,,"",,1,0,false,,"оз. Селигер, Осташковский р-н, Тверская обл., Россия",57.2398756111,33.0834252778,,,,,,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
36378761,2018/07/27 12:57 PM MSK,2018-07-27,2018-07-27 09:57:00 UTC,Moscow,1440491,convallaria1128,2019-12-05 15:14:40 UTC,2019-12-05 15:52:39 UTC,research,CC-BY,https://www.inaturalist.org/observations/36378761,https://inaturalist-open-data.s3.amazonaws.com/photos/57499792/medium.jpeg,,"",,1,0,false,,"Karachayevsky District, Karachay-Cherkessia, Russia",43.447823,41.704189,1000,,,,1000,,,false,,,Луговик извилистый,Avenella flexuosa,wavy hair-grass,Plantae,288069
36410767,2018/06/28 1:25 PM MSK,2018-06-28,2018-06-28 10:25:00 UTC,Moscow,1440491,convallaria1128,2019-12-06 18:34:12 UTC,2019-12-06 18:35:58 UTC,research,CC-BY,https://www.inaturalist.org/observations/36410767,https://inaturalist-open-data.s3.amazonaws.com/photos/57553336/medium.jpeg,,"",,1,0,false,,"Pechengsky District, Murmansk Oblast, Russia",69.828914,32.028888,4000,,,,4000,,,false,,,Луговик извилистый,Avenella flexuosa,wavy hair-grass,Plantae,288069
36594327,2019/09/07 12:07 PM MSK,2019-09-07,2019-09-07 09:07:00 UTC,Moscow,725071,apseregin,2019-12-12 19:18:38 UTC,2022-04-08 08:33:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36594327,https://inaturalist-open-data.s3.amazonaws.com/photos/57863968/medium.jpg,,"",,1,0,false,,"descent from Oberbozen to Bozen, Bozen, Italy",46.5249805,11.3864523611,,,,,,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
36765514,Mon Jul 09 2018 19:10:11 GMT-0400 (EDT),2018-07-09,2018-07-09 23:10:11 UTC,Eastern Time (US & Canada),2483497,the_buckeye_botanist,2019-12-19 01:24:38 UTC,2019-12-19 01:43:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36765514,https://inaturalist-open-data.s3.amazonaws.com/photos/58169352/medium.jpg,,"",,1,0,false,3,"Thunder Bay, CA-ON, CA",48.5385199785,-88.8326189947,82,,,,26679,obscured,,true,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
36899729,2019/08/04,2019-08-04,,Eastern Time (US & Canada),219083,danshuurman,2019-12-24 00:54:45 UTC,2019-12-24 22:24:05 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/36899729,https://inaturalist-open-data.s3.amazonaws.com/photos/58405536/medium.jpeg,,"",,1,0,false,,"Parry Sound, CA-ON, CA",45.6970698199,-80.5284320128,562,,,,27126,obscured,,true,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
36910245,2019-12-24 11:54:40 AM GMT+01:00,2019-12-24,2019-12-24 10:54:40 UTC,Amsterdam,2460336,piquerayjulien,2019-12-24 12:15:34 UTC,2019-12-24 17:28:14 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/36910245,https://inaturalist-open-data.s3.amazonaws.com/photos/58424428/medium.jpeg,,"",,1,0,false,2,"5537 Anhée, Belgique",50.3118026443,4.7890381794,8,,,,8,,,false,,,Canche flexueuse,Avenella flexuosa,wavy hair-grass,Plantae,288069
36947287,2019/07/18 12:35 PM MSK,2019-07-18,2019-07-18 09:35:00 UTC,Moscow,1440491,convallaria1128,2019-12-25 20:51:36 UTC,2019-12-26 00:04:44 UTC,research,CC-BY,https://www.inaturalist.org/observations/36947287,https://inaturalist-open-data.s3.amazonaws.com/photos/58486108/medium.jpeg,,"",,1,0,false,,"Karachayevsky District, Karachay-Cherkessia, Russia",43.44707,41.690756,300,,,,300,,,false,,,Луговик извилистый,Avenella flexuosa,wavy hair-grass,Plantae,288069
36947323,2019/07/18 2:45 PM MSK,2019-07-18,2019-07-18 11:45:00 UTC,Moscow,1440491,convallaria1128,2019-12-25 20:52:25 UTC,2019-12-26 00:02:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/36947323,https://inaturalist-open-data.s3.amazonaws.com/photos/58487563/medium.jpeg,,"",,1,0,false,,"Karachayevsky District, Karachay-Cherkessia, Russia",43.44707,41.690756,300,,,,300,,,false,,,Луговик извилистый,Avenella flexuosa,wavy hair-grass,Plantae,288069
36997880,2019-12-27 12:45:05 PM GMT+01:00,2019-12-27,2019-12-27 11:45:05 UTC,Amsterdam,2460336,piquerayjulien,2019-12-27 13:42:48 UTC,2020-04-26 12:30:08 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/36997880,https://inaturalist-open-data.s3.amazonaws.com/photos/58577284/medium.jpeg,,"",,1,0,false,2,"5537 Anhée, Belgique",50.3309702966,4.8258196469,10,,,,10,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
37689988,2019/06/23 8:31 AM EDT,2019-06-23,2019-06-23 12:31:00 UTC,Eastern Time (US & Canada),119644,rroutledge,2020-01-17 21:28:26 UTC,2021-01-02 12:52:12 UTC,research,CC-BY,https://www.inaturalist.org/observations/37689988,https://inaturalist-open-data.s3.amazonaws.com/photos/59801808/medium.jpg,,"","",1,0,false,,"Mackinac County, MI, USA",46.096749,-85.396052,30,,,,30,,,false,,"",wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
37736125,2017/07/06 1:31 PM EDT,2017-07-06,2017-07-06 17:31:00 UTC,Eastern Time (US & Canada),564321,birds_bugs_botany,2020-01-19 05:52:56 UTC,2021-08-20 20:13:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/37736125,https://inaturalist-open-data.s3.amazonaws.com/photos/59881211/medium.jpeg,,"",,2,0,false,,"French River, Killarney, ON, Canada",46.0181399312,-80.586696326,31,,,,31,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
38189663,2012/06/23 8:19 PM -0500,2012-06-23,2012-06-24 01:19:00 UTC,Quito,2526742,ajott,2020-02-01 19:16:46 UTC,2022-02-08 17:14:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/38189663,https://inaturalist-open-data.s3.amazonaws.com/photos/60657874/medium.jpg,,"",,1,0,false,,"Insel Hiddensee, Deutschland",54.5484956038,13.0947805076,3715,,,,3715,,,false,,,metsälauha,Avenella flexuosa,wavy hair-grass,Plantae,288069
38428901,2019/07/03 1:10 PM CEST,2019-07-03,2019-07-03 11:10:00 UTC,Madrid,45099,jperalta,2020-02-08 17:22:02 UTC,2022-02-15 09:30:58 UTC,research,CC-BY,https://www.inaturalist.org/observations/38428901,https://static.inaturalist.org/photos/61071897/medium.jpg,,"",,1,0,false,,"Zaragoza, Aragón, Spain",41.7697222222,-1.7994444444,,,,,,,,false,,,Avenella flexuosa,Avenella flexuosa,wavy hair-grass,Plantae,288069
38560769,2015/06/28 8:32 PM SST,2015-06-28,2015-06-28 07:32:00 UTC,Samoa,2530041,mihail13,2020-02-12 05:03:58 UTC,2020-07-14 16:40:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38560769,https://inaturalist-open-data.s3.amazonaws.com/photos/61302634/medium.jpeg,,"",,1,0,false,,"Хребёт Молебный Камень, Красновишерский р-н, Пермский край, Россия",61.154832617,59.3137362887,3906,,,,3906,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
38564981,Wed Feb 12 2020 11:06:21 GMT+0100 (GMT+1),2020-02-12,2020-02-12 10:06:21 UTC,Amsterdam,1340196,tim82,2020-02-12 10:07:37 UTC,2022-04-03 20:35:58 UTC,research,,https://www.inaturalist.org/observations/38564981,https://static.inaturalist.org/photos/61312202/medium.jpg,,"",Deschampsia flexuosa,1,0,false,3,"Route des Mosses, Maracon, Vaud, CH",46.5651522827,6.8911901644,19,,,,19,,,false,,,Canche flexueuse,Avenella flexuosa,wavy hair-grass,Plantae,288069
39049613,2006/06/27 9:39 AM CEST,2006-06-27,2006-06-27 07:39:00 UTC,Madrid,45099,jperalta,2020-02-22 16:58:12 UTC,2022-02-15 09:30:58 UTC,research,CC-BY,https://www.inaturalist.org/observations/39049613,https://static.inaturalist.org/photos/61959955/medium.jpeg,,"Deschampsia flexuosa, Flora, Gramineae",muestreo en parcela de Garde,1,0,false,,"Navarra, España",42.80861111,-0.87916667,,,,,,,,false,,,Avenella flexuosa,Avenella flexuosa,wavy hair-grass,Plantae,288069
39705369,2008/11/03 9:24 AM CST,2008-11-03,2008-11-03 01:24:00 UTC,Taipei,668245,mutolisp,2020-03-08 16:38:14 UTC,2021-07-13 02:46:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/39705369,https://inaturalist-open-data.s3.amazonaws.com/photos/63019454/medium.jpg,,"Angiospermae, Angiosperms, Deschampsia, Gramineae, Lilianae, Magnoliopsida, Monocotyledonae, Plantae, Poaceae, Poales, Spermatophytina, Taiwan, Tracheophyta, commelinids, location, monocots, mountains, mutolisp, plants, superorder Lilianae, 單子葉植物, 木蘭綱, 植物界, 百合超目, 禾本目, 禾本科, 種子植物亞門, 維管束植物門, 翠池, 被子植物, 雪山, 鴨趾草類",,1,0,false,,"雪山翠池，Miaoli County, Taiwan",24.3855923517,121.2224214267,50,,,,50,,open,false,,,曲芒髮草,Avenella flexuosa,wavy hair-grass,Plantae,288069
40956373,2012/07/01 10:46 AM MSK,2012-07-01,2012-07-01 06:46:00 UTC,Moscow,2183479,gen_ok,2020-03-29 13:06:01 UTC,2020-03-29 14:18:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40956373,https://inaturalist-open-data.s3.amazonaws.com/photos/64939101/medium.jpeg,,"","",1,0,false,,"Маймаксанский округ, Архангельск, Архангельская обл., Россия",64.6683642851,40.5351213217,209,,,,209,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
41452732,2020-04-05 12:10:13 PM GMT+02:00,2020-04-05,2020-04-05 10:10:13 UTC,Africa/Johannesburg,2460336,piquerayjulien,2020-04-05 16:30:20 UTC,2020-04-26 12:53:53 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/41452732,https://inaturalist-open-data.s3.amazonaws.com/photos/65761847/medium.jpeg,,"",,1,0,false,2,"5530 Yvoir, Belgium",50.3233137215,4.9501376878,9,,,,9,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
41607860,2020-04-07 4:13:36 PM GMT+02:00,2020-04-07,2020-04-07 14:13:36 UTC,Africa/Johannesburg,1916538,pschwa,2020-04-07 14:16:26 UTC,2020-04-29 11:02:00 UTC,research,,https://www.inaturalist.org/observations/41607860,https://inaturalist-open-data.s3.amazonaws.com/photos/66005877/medium.jpeg,,"",,1,0,false,2,"Gemeinde Gratwein, Österreich",47.120558948,15.3079290354,4,,,,4,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
41775805,2007/07/17 10:36 AM MSD,2007-07-17,2007-07-17 06:36:00 UTC,Moscow,1425616,a-lapin,2020-04-09 18:51:33 UTC,2020-04-09 19:05:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/41775805,https://inaturalist-open-data.s3.amazonaws.com/photos/66279923/medium.jpg,,"",,1,0,false,,"Медвежьегорский р-н, Респ. Карелия, Россия",62.495947666,34.9460539202,402,,,,402,,,false,,,Луговик извилистый,Avenella flexuosa,wavy hair-grass,Plantae,288069
42395597,2015/07/20 4:01 PM MSK,2015-07-20,2015-07-20 13:01:00 UTC,Moscow,2615471,maxim_ismaylov,2020-04-17 15:44:51 UTC,2020-10-23 18:25:22 UTC,research,CC-BY,https://www.inaturalist.org/observations/42395597,https://inaturalist-open-data.s3.amazonaws.com/photos/67311967/medium.jpg,,"",,2,0,false,,"Всеволожский р-н, Ленинградская обл., Россия",59.9648516667,30.6917733333,,,,,,,,false,,,Луговик извилистый,Avenella flexuosa,wavy hair-grass,Plantae,288069
42712792,2020/04/20 5:02 PM EDT,2020-04-20,2020-04-20 21:02:00 UTC,Eastern Time (US & Canada),4860,rcurtis,2020-04-20 23:08:41 UTC,2020-05-10 03:12:12 UTC,research,CC-BY,https://www.inaturalist.org/observations/42712792,https://inaturalist-open-data.s3.amazonaws.com/photos/67830371/medium.jpeg,,"","",1,0,false,,"Ohio, US",41.0659426035,-81.2592541898,4,,,,27847,obscured,open,true,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
44289896,Wed Apr 29 2020 21:46:34 GMT+0200 (GMT+2),2020-04-29,2020-04-29 19:46:34 UTC,Africa/Johannesburg,2798259,mthsn,2020-04-29 19:49:21 UTC,2020-04-30 16:23:41 UTC,research,,https://www.inaturalist.org/observations/44289896,https://static.inaturalist.org/photos/70218864/medium.jpg,,"",,1,0,false,3,"Monreal, Rheinland-Pfalz, DE",50.2897749231,7.143364248,33,,,,33,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
44460757,2020-05-01 12:42:37 PM GMT+02:00,2020-05-01,2020-05-01 10:42:37 UTC,Africa/Johannesburg,2765354,joerg_ewald,2020-05-01 10:44:18 UTC,2020-11-01 14:56:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44460757,https://inaturalist-open-data.s3.amazonaws.com/photos/70494408/medium.jpeg,,"",,1,0,false,2,"85354 Freising, Deutschland",48.41500074,11.71939612,9,,,,9,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
44461740,2020-05-01 1:01:18 PM GMT+02:00,2020-05-01,2020-05-01 11:01:18 UTC,Africa/Johannesburg,2765354,joerg_ewald,2020-05-01 11:03:40 UTC,2020-11-01 14:56:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44461740,https://inaturalist-open-data.s3.amazonaws.com/photos/70495790/medium.jpeg,,"",,1,0,false,2,"85354 Freising, Deutschland",48.41707442,11.7185766,6,,,,6,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
44632015,2020/05/02 1:52 PM CEST,2020-05-02,2020-05-02 11:52:00 UTC,Copenhagen,938411,natforlife,2020-05-02 19:48:32 UTC,2020-05-03 19:38:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44632015,https://inaturalist-open-data.s3.amazonaws.com/photos/70753795/medium.jpg,,"","",2,0,false,,"As, norway",59.657219,10.841076,661,,,,661,,,false,,manual,smyle,Avenella flexuosa,wavy hair-grass,Plantae,288069
44973494,2020/05/04 3:37 PM CEST,2020-05-04,2020-05-04 13:37:00 UTC,Paris,2827050,rebekka_wimmer,2020-05-05 13:47:16 UTC,2020-05-05 19:55:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44973494,https://inaturalist-open-data.s3.amazonaws.com/photos/71299986/medium.png,,"",Forstlich relevante Gehölze (1. und 2. Sem.),1,0,false,,"85123 Karlskron, Deutschland",48.6494048919,11.3846644902,61,,,,61,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
44975953,2020/05/04 9:53 AM CDT,2020-05-04,2020-05-04 14:53:00 UTC,Central Time (US & Canada),2094499,jim_keesling,2020-05-05 14:21:08 UTC,2020-06-09 02:16:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44975953,https://inaturalist-open-data.s3.amazonaws.com/photos/71304237/medium.jpeg,,"","",1,0,false,,"Arkansas, US",35.148306732,-93.6800178769,10,,,,28734,,obscured,true,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
44977931,2013/07/07 12:15 PM MSK,2013-07-07,2013-07-07 08:15:00 UTC,Moscow,2615471,maxim_ismaylov,2020-05-05 14:44:22 UTC,2020-10-22 03:59:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/44977931,https://inaturalist-open-data.s3.amazonaws.com/photos/71306297/medium.jpg,,"",,2,0,false,,"Priozerskiy rayon, Leningrad, Russia",60.452435,30.345915,,,,,,,,false,,,Луговик извилистый,Avenella flexuosa,wavy hair-grass,Plantae,288069
45077886,2020-05-06 5:46:44 PM GMT+02:00,2020-05-06,2020-05-06 15:46:44 UTC,Africa/Johannesburg,2875977,yannikm,2020-05-06 15:48:03 UTC,2020-11-01 14:58:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45077886,https://inaturalist-open-data.s3.amazonaws.com/photos/71468315/medium.jpeg,,"",,2,0,false,2,"95119 Naila, Deutschland",50.3348901064,11.669839738,4,,,,4,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
45165683,Thu May 07 2020 14:11:03 GMT+0200 (GMT+2),2020-05-07,2020-05-07 12:11:03 UTC,Africa/Johannesburg,2798385,forsten,2020-05-07 14:16:33 UTC,2020-11-01 14:59:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45165683,https://inaturalist-open-data.s3.amazonaws.com/photos/71610193/medium.jpg,,"",,2,0,false,3,"Wippenhauser Straße, Freising, Bayern, DE",48.4148199452,11.7195889999,32,,,,32,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
45374973,2020-05-09 3:27:09 PM GMT+02:00,2020-05-09,2020-05-09 13:27:09 UTC,Africa/Johannesburg,2830860,tanja_kahmann,2020-05-09 16:05:00 UTC,2020-11-01 15:00:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45374973,https://inaturalist-open-data.s3.amazonaws.com/photos/71948805/medium.jpeg,,"",,2,0,false,2,"Bad Lobenstein, Deutschland",50.4327475,11.6326975,,,,,,,,false,gps,gps,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
45450681,Sat May 09 2020 15:46:40 GMT-0400 (EDT),2020-05-09,2020-05-09 19:46:40 UTC,Eastern Time (US & Canada),976964,zirick,2020-05-10 05:19:18 UTC,2021-03-15 16:37:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45450681,https://inaturalist-open-data.s3.amazonaws.com/photos/72074407/medium.jpg,,"",,1,0,false,3,"SR-117, Flat Rock, AL, US",34.77024167,-85.704995,12,,,,12,,,false,,,wavy hair-grass,Avenella flexuosa,wavy hair-grass,Plantae,288069
45593290,2020-05-11 5:06:17 PM GMT+02:00,2020-05-11,2020-05-11 15:06:17 UTC,Africa/Johannesburg,2904839,jakobh,2020-05-11 15:10:34 UTC,2020-11-01 15:00:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45593290,https://inaturalist-open-data.s3.amazonaws.com/photos/72302326/medium.jpeg,,"",,2,0,false,2,"91486 Uehlfeld, Deutschland",49.6528892828,10.7614134997,82,,,,82,,,false,gps,gps,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
45677505,2020-04-26 2:37:41 PM GMT+03:00,2020-04-26,2020-04-26 11:37:41 UTC,Baghdad,1737743,naturalist12641,2020-05-12 13:28:29 UTC,2020-05-22 18:04:11 UTC,research,,https://www.inaturalist.org/observations/45677505,https://static.inaturalist.org/photos/72441845/medium.jpeg,,"",,1,0,false,2,"Meschera, RU-VL-GG, RU-VL, RU",55.6222466667,40.22166,8,,,,8,,,false,gps,gps,Луговик извилистый,Avenella flexuosa,wavy hair-grass,Plantae,288069
45693079,Tue May 12 2020 18:33:31 GMT+0200 (GMT+2),2020-05-12,2020-05-12 14:33:31 UTC,Pretoria,2816469,josefzintl,2020-05-12 16:35:34 UTC,2022-01-02 22:37:34 UTC,research,,https://www.inaturalist.org/observations/45693079,https://static.inaturalist.org/photos/72468388/medium.jpg,,"",,2,0,false,3,"Heinrich-Schmidhuber-Straße, Waldkirchen, Bayern, DE",48.7235973562,13.6234243546,65,,,,65,,,false,,,Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
45855463,2020-05-13 15:30:54,2020-05-13,2020-05-13 13:30:54 UTC,Berlin,1005840,bobwardell,2020-05-14 09:10:02 UTC,2020-05-14 09:43:39 UTC,research,CC0,https://www.inaturalist.org/observations/45855463,https://static.inaturalist.org/photos/72728599/medium.jpg,,Deschampsia flexuosa,"",1,0,false,,"Landkreis Marburg-Biedenkopf, Hesse, Germany",50.845277,8.776944,,,,,,,,false,,"",Draht-Schmiele,Avenella flexuosa,wavy hair-grass,Plantae,288069
46095261,2020-05-16 2:31:34 PM GMT+03:00,2020-05-16,2020-05-16 11:31:34 UTC,Baghdad,1442179,n_iris,2020-05-16 15:47:42 UTC,2020-05-18 12:25:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46095261,https://inaturalist-open-data.s3.amazonaws.com/photos/73110622/medium.jpeg,,"",,1,0,false,2,"Респ. Татарстан, Россия, 422537",55.8935138889,48.7532472222,,,,,,,,false,gps,gps,Луговик извилистый,Avenella flexuosa,wavy hair-grass,Plantae,288069
